Iteration,Algorithm,Resolution,GPU Time (ms),CPU Time (ms),PSNR (dB),SSIM
87,DCT (Legacy),FHD,0.346999,1.06982,41.4933,12.6681,0.0513291
88,DCT (Legacy),FHD,0.347999,2.53341,49.0373,12.6622,0.0512428
88,DCT (Legacy),FHD,0.348999,1.06813,54.8258,12.6561,0.0511566
88,DCT (Legacy),FHD,0.349999,1.0705,46.8833,12.6503,0.0510687
88,DCT (Legacy),FHD,0.350999,1.06867,42.2495,12.6443,0.0509884
89,DCT (Legacy),FHD,0.351999,1.0713,42.0126,12.6386,0.050903
89,DCT (Legacy),FHD,0.352999,2.46957,43.3915,12.6326,0.0508229
89,DCT (Legacy),FHD,0.353999,1.0687,53.4806,12.6268,0.0507395
89,DCT (Legacy),FHD,0.354999,1.07024,46.4788,12.6212,0.0506581
90,DCT (Legacy),FHD,0.355999,1.06909,50.7699,12.6153,0.0505752
90,DCT (Legacy),FHD,0.356999,1.06803,47.4131,12.6097,0.0504956
90,DCT (Legacy),FHD,0.357999,1.06685,49.6673,12.6038,0.0504133
90,DCT (Legacy),FHD,0.358999,1.06797,47.6192,12.5983,0.0503278
91,DCT (Legacy),FHD,0.359999,1.06906,51.724,12.5927,0.0502464
91,DCT (Legacy),FHD,0.360999,1.0711,51.0782,12.587,0.0501681
91,DCT (Legacy),FHD,0.361999,1.06752,42.9235,12.5814,0.0500878
91,DCT (Legacy),FHD,0.362999,1.06893,43.2617,12.5759,0.0500099
92,DCT (Legacy),FHD,0.363999,1.06845,66.4534,12.5703,0.0499354
92,DCT (Legacy),FHD,0.364999,1.0711,51.3294,12.5648,0.0498588
92,DCT (Legacy),FHD,0.365999,1.0711,46.1124,12.5594,0.049782
92,DCT (Legacy),FHD,0.366999,1.07117,45.2248,12.5539,0.0497066
93,DCT (Legacy),FHD,0.367999,1.06906,41.8194,12.5486,0.0496335
93,DCT (Legacy),FHD,0.368999,1.06688,44.192,12.5431,0.0495601
93,DCT (Legacy),FHD,0.369999,1.83501,42.2738,12.5378,0.0494863
93,DCT (Legacy),FHD,0.370999,1.8767,48.927,12.5325,0.0494125
94,DCT (Legacy),FHD,0.371999,2.47987,67.7379,12.5271,0.0493379
94,DCT (Legacy),FHD,0.372999,1.55443,47.2091,12.5218,0.0492631
94,DCT (Legacy),FHD,0.373999,1.06867,51.4388,12.5166,0.0491915
94,DCT (Legacy),FHD,0.374999,1.07018,51.9687,12.5113,0.049121
95,DCT (Legacy),FHD,0.375999,1.06595,44.4079,12.506,0.0490486
95,DCT (Legacy),FHD,0.376999,1.06803,43.1304,12.5006,0.0489805
95,DCT (Legacy),FHD,0.377999,1.06822,42.6304,12.4956,0.0489092
95,DCT (Legacy),FHD,0.378999,1.06765,48.2827,12.4905,0.048839
96,DCT (Legacy),FHD,0.379999,1.06934,57.3428,12.4853,0.0487719
96,DCT (Legacy),FHD,0.380999,1.06733,51.3439,12.4803,0.048705
96,DCT (Legacy),FHD,0.381999,1.06858,41.0845,12.4751,0.048638
96,DCT (Legacy),FHD,0.382999,1.06938,41.3049,12.4701,0.0485707
97,DCT (Legacy),FHD,0.383999,1.06835,43.2338,12.465,0.0485035
97,DCT (Legacy),FHD,0.384999,1.59075,44.9291,12.46,0.0484363
97,DCT (Legacy),FHD,0.385999,1.06886,42.4674,12.4551,0.0483693
97,DCT (Legacy),FHD,0.386999,1.06992,42.7473,12.4499,0.0483063
98,DCT (Legacy),FHD,0.387999,1.06762,40.2096,12.4451,0.0482408
98,DCT (Legacy),FHD,0.388999,1.0688,42.0201,12.4402,0.0481753
98,DCT (Legacy),FHD,0.389999,1.0793,44.0155,12.4352,0.0481133
98,DCT (Legacy),FHD,0.390999,1.06838,47.7114,12.4304,0.0480488
99,DCT (Legacy),FHD,0.391998,1.06698,42.5917,12.4256,0.047985
99,DCT (Legacy),FHD,0.392998,1.06746,43.663,12.4208,0.0479229
99,DCT (Legacy),FHD,0.393998,1.06736,43.982,12.4158,0.0478612
99,DCT (Legacy),FHD,0.394998,1.06762,43.2568,12.4108,0.0478
100,DCT (Legacy),FHD,0.395998,1.06714,45.849,12.4062,0.0477369
100,DCT (Legacy),FHD,0.396998,1.06621,42.6399,12.4014,0.0476765
100,DCT (Legacy),FHD,0.397998,1.06909,42.7242,12.3966,0.0476155
100,DCT (Legacy),FHD,0.398998,1.06752,42.8157,12.392,0.0475544
101,DCT (Legacy),FHD,0.399998,1.06813,43.221,12.3873,0.0474943
101,DCT (Legacy),FHD,0.400998,2.25824,42.3054,12.3826,0.0474366
101,DCT (Legacy),FHD,0.401998,1.06803,43.6415,12.3779,0.0473784
101,DCT (Legacy),FHD,0.402998,1.0687,47.9796,12.3732,0.0473214
102,DCT (Legacy),FHD,0.403998,1.06864,47.0561,12.3687,0.0472641
102,DCT (Legacy),FHD,0.404998,1.06906,42.1871,12.364,0.0472068
102,DCT (Legacy),FHD,0.405998,1.06861,43.2004,12.3593,0.0471505
102,DCT (Legacy),FHD,0.406998,1.68157,42.4883,12.3548,0.0470921
103,DCT (Legacy),FHD,0.407998,1.06781,44.6308,12.3502,0.0470329
103,DCT (Legacy),FHD,0.408998,1.06886,42.1064,12.3457,0.0469771
103,DCT (Legacy),FHD,0.409998,1.66464,43.3485,12.3411,0.0469225
103,DCT (Legacy),FHD,0.410998,1.06906,41.7077,12.3367,0.046869
104,DCT (Legacy),FHD,0.411998,1.0871,40.8683,12.3322,0.0468144
104,DCT (Legacy),FHD,0.412998,1.06896,42.4084,12.3276,0.0467597
104,DCT (Legacy),FHD,0.413998,1.06701,43.1908,12.3232,0.0467057
104,DCT (Legacy),FHD,0.414998,1.0703,40.4033,12.3188,0.0466541
105,DCT (Legacy),FHD,0.415998,1.07715,40.4924,12.3143,0.0466043
105,DCT (Legacy),FHD,0.416998,1.07766,43.8856,12.3099,0.04655
105,DCT (Legacy),FHD,0.417998,2.50634,42.6405,12.3056,0.0464983
105,DCT (Legacy),FHD,0.418998,1.0809,44.1653,12.3013,0.0464457
106,DCT (Legacy),FHD,0.419998,1.08102,42.9548,12.2969,0.0463936
106,DCT (Legacy),FHD,0.420998,1.09904,43.7003,12.2925,0.0463415
106,DCT (Legacy),FHD,0.421998,1.08029,59.4063,12.2882,0.0462899
106,DCT (Legacy),FHD,0.422998,1.07754,42.5335,12.2838,0.0462368
107,DCT (Legacy),FHD,0.423998,1.07773,43.8764,12.2796,0.0461839
107,DCT (Legacy),FHD,0.424998,1.08054,43.0215,12.2752,0.0461347
107,DCT (Legacy),FHD,0.425998,1.07917,41.1889,12.271,0.0460861
107,DCT (Legacy),FHD,0.426998,1.60045,42.0665,12.2668,0.0460368
108,DCT (Legacy),FHD,0.427998,1.08134,45.0957,12.2626,0.0459853
108,DCT (Legacy),FHD,0.428998,1.07757,43.2195,12.2584,0.0459377
108,DCT (Legacy),FHD,0.429998,1.0793,45.496,12.2543,0.0458867
108,DCT (Legacy),FHD,0.430998,1.65565,42.6228,12.25,0.0458417
109,DCT (Legacy),FHD,0.431998,1.0793,41.9816,12.2459,0.0457937
109,DCT (Legacy),FHD,0.432998,1.0793,42.085,12.2417,0.0457485
109,DCT (Legacy),FHD,0.433998,1.07824,51.5865,12.2376,0.0456998
109,DCT (Legacy),FHD,0.434998,1.08026,42.1415,12.2334,0.0456554
110,DCT (Legacy),FHD,0.435998,1.0793,43.1331,12.2293,0.0456099
110,DCT (Legacy),FHD,0.436998,1.0792,42.3117,12.2254,0.0455646
110,DCT (Legacy),FHD,0.437998,1.0793,40.1929,12.2212,0.0455231
110,DCT (Legacy),FHD,0.438998,1.07955,44.1145,12.2171,0.045478
111,DCT (Legacy),FHD,0.439998,1.67485,42.426,12.2131,0.0454312
111,DCT (Legacy),FHD,0.440998,1.08134,42.2082,12.2091,0.0453845
111,DCT (Legacy),FHD,0.441998,1.08102,41.1164,12.2051,0.0453423
111,DCT (Legacy),FHD,0.442998,1.08019,42.3656,12.201,0.0452943
112,DCT (Legacy),FHD,0.443998,1.08016,50.1365,12.197,0.0452514
112,DCT (Legacy),FHD,0.444998,1.92454,43.4911,12.1931,0.0452069
112,DCT (Legacy),FHD,0.445998,1.07914,44.6494,12.1891,0.045162
112,DCT (Legacy),FHD,0.446998,1.10186,40.9491,12.1851,0.0451201
113,DCT (Legacy),FHD,0.447998,1.07795,42.0649,12.1813,0.0450767
113,DCT (Legacy),FHD,0.448998,1.07805,46.2292,12.1772,0.0450312
113,DCT (Legacy),FHD,0.449998,1.08339,48.0469,12.1734,0.0449885
113,DCT (Legacy),FHD,0.450998,1.0793,51.3501,12.1694,0.0449505
114,DCT (Legacy),FHD,0.451998,1.55648,45.4344,12.1656,0.044908
114,DCT (Legacy),FHD,0.452998,1.10112,41.876,12.1618,0.0448659
114,DCT (Legacy),FHD,0.453998,1.08016,45.5393,12.1579,0.0448271
114,DCT (Legacy),FHD,0.454998,1.08138,46.115,12.1541,0.0447871
115,DCT (Legacy),FHD,0.455998,1.08074,44.3158,12.1502,0.0447494
115,DCT (Legacy),FHD,0.456998,1.07798,46.5483,12.1464,0.0447066
115,DCT (Legacy),FHD,0.457998,1.10035,39.9338,12.1426,0.0446665
115,DCT (Legacy),FHD,0.458998,1.0801,41.7864,12.1388,0.0446298
116,DCT (Legacy),FHD,0.459998,1.08125,41.8427,12.1351,0.0445899
116,DCT (Legacy),FHD,0.460998,1.0793,42.2973,12.1312,0.0445531
116,DCT (Legacy),FHD,0.461998,1.69178,44.1363,12.1274,0.0445158
116,DCT (Legacy),FHD,0.462998,1.0793,44.0269,12.1239,0.0444739
117,DCT (Legacy),FHD,0.463998,1.0793,43.8462,12.1201,0.044439
117,DCT (Legacy),FHD,0.464998,1.08326,41.6758,12.1163,0.0443981
117,DCT (Legacy),FHD,0.465998,1.08134,40.6535,12.1126,0.0443607
117,DCT (Legacy),FHD,0.466998,1.0792,39.001,12.1089,0.0443228
118,DCT (Legacy),FHD,0.467998,1.07734,42.987,12.1052,0.0442864
118,DCT (Legacy),FHD,0.468998,1.91898,44.2541,12.1015,0.0442478
118,DCT (Legacy),FHD,0.469997,1.0799,42.3531,12.098,0.0442099
118,DCT (Legacy),FHD,0.470997,1.0793,42.0136,12.0943,0.0441714
119,DCT (Legacy),FHD,0.471997,1.07901,43.809,12.0907,0.0441316
119,DCT (Legacy),FHD,0.472997,1.07827,39.7865,12.087,0.0440952
119,DCT (Legacy),FHD,0.473997,1.10019,41.3696,12.0834,0.0440568
119,DCT (Legacy),FHD,0.474997,1.07997,40.5056,12.0797,0.0440218
120,DCT (Legacy),FHD,0.475997,1.07741,43.5091,12.0762,0.043984
120,DCT (Legacy),FHD,0.476997,1.0807,44.6573,12.0726,0.0439507
120,DCT (Legacy),FHD,0.477997,1.09146,40.6565,12.0692,0.0439141
120,DCT (Legacy),FHD,0.478997,1.07725,43.3631,12.0655,0.0438817
121,DCT (Legacy),FHD,0.479997,1.08144,42.6516,12.0618,0.0438481
121,DCT (Legacy),FHD,0.480997,1.0793,42.3561,12.0584,0.043812
121,DCT (Legacy),FHD,0.481997,1.07933,41.5393,12.055,0.043777
121,DCT (Legacy),FHD,0.482997,1.91811,42.6969,12.0514,0.0437416
122,DCT (Legacy),FHD,0.483997,1.08045,41.4422,12.0479,0.0437092
122,DCT (Legacy),FHD,0.484997,1.07904,42.6499,12.0443,0.0436772
122,DCT (Legacy),FHD,0.485997,1.08102,41.5686,12.041,0.0436416
122,DCT (Legacy),FHD,0.486997,1.09645,45.9426,12.0374,0.0436093
123,DCT (Legacy),FHD,0.487997,1.09715,42.4077,12.0339,0.0435764
123,DCT (Legacy),FHD,0.488997,1.10592,41.1772,12.0306,0.043541
123,DCT (Legacy),FHD,0.489997,1.08131,46.0734,12.0272,0.0435101
123,DCT (Legacy),FHD,0.490997,1.08112,41.5262,12.0236,0.0434791
124,DCT (Legacy),FHD,0.491997,1.07901,41.474,12.0202,0.0434449
124,DCT (Legacy),FHD,0.492997,1.07734,43.9245,12.0168,0.0434165
124,DCT (Legacy),FHD,0.493997,1.07901,44.2651,12.0135,0.0433817
124,DCT (Legacy),FHD,0.494997,1.08019,40.9351,12.01,0.0433505
125,DCT (Legacy),FHD,0.495997,1.08166,42.479,12.0068,0.04332
125,DCT (Legacy),FHD,0.496997,1.07958,42.8457,12.0033,0.043289
125,DCT (Legacy),FHD,0.497997,1.07898,41.4915,11.9999,0.0432581
125,DCT (Legacy),FHD,0.498997,1.08022,45.1866,11.9967,0.0432268
126,DCT (Legacy),FHD,0.499997,1.08112,41.2219,11.9934,0.0431994
126,DCT (Legacy),FHD,0.500997,1.67526,45.1244,11.99,0.0431653
126,DCT (Legacy),FHD,0.501997,1.09702,41.5811,11.9867,0.0431346
126,DCT (Legacy),FHD,0.502997,1.0793,39.7594,11.9833,0.0431049
127,DCT (Legacy),FHD,0.503997,1.08022,39.7143,11.9801,0.0430731
127,DCT (Legacy),FHD,0.504997,1.08301,40.8195,11.9768,0.0430423
127,DCT (Legacy),FHD,0.505997,1.07942,42.2296,11.9734,0.0430128
127,DCT (Legacy),FHD,0.506997,1.08038,41.7011,11.9702,0.042982
128,DCT (Legacy),FHD,0.507997,1.09814,40.4378,11.967,0.0429533
128,DCT (Legacy),FHD,0.508997,1.08134,40.9649,11.9637,0.0429261
128,DCT (Legacy),FHD,0.509997,1.08134,42.5286,11.9605,0.0428966
128,DCT (Legacy),FHD,0.510997,1.08262,46.1419,11.9572,0.0428698
129,DCT (Legacy),FHD,0.511997,1.08109,40.8696,11.9541,0.0428394
129,DCT (Legacy),FHD,0.512997,1.07802,41.2729,11.9508,0.0428141
129,DCT (Legacy),FHD,0.513997,1.0793,41.1071,11.9476,0.0427856
129,DCT (Legacy),FHD,0.514997,1.10605,42.6856,11.9445,0.0427582
130,DCT (Legacy),FHD,0.515997,1.0801,40.7645,11.9412,0.0427311
130,DCT (Legacy),FHD,0.516997,1.07997,41.4759,11.9381,0.0427037
130,DCT (Legacy),FHD,0.517997,1.07824,40.5122,11.9349,0.0426756
130,DCT (Legacy),FHD,0.518997,1.08198,42.4702,11.9318,0.0426511
131,DCT (Legacy),FHD,0.519997,1.08125,40.6981,11.9287,0.0426229
131,DCT (Legacy),FHD,0.520997,1.09773,43.7332,11.9254,0.0425947
131,DCT (Legacy),FHD,0.521997,1.08074,40.986,11.9224,0.0425704
131,DCT (Legacy),FHD,0.522997,1.07907,40.2939,11.9193,0.0425426
132,DCT (Legacy),FHD,0.523997,1.0801,42.1528,11.9161,0.0425184
132,DCT (Legacy),FHD,0.524997,1.07894,43.6329,11.913,0.0424932
132,DCT (Legacy),FHD,0.525997,1.07949,39.4907,11.9099,0.0424671
132,DCT (Legacy),FHD,0.526997,1.0791,39.7617,11.9068,0.0424387
133,DCT (Legacy),FHD,0.527997,1.08096,41.2038,11.9037,0.042411
133,DCT (Legacy),FHD,0.528997,1.0793,43.4438,11.9005,0.0423882
133,DCT (Legacy),FHD,0.529997,1.0793,44.3318,11.8978,0.042358
133,DCT (Legacy),FHD,0.530997,1.07923,40.6592,11.8945,0.0423334
134,DCT (Legacy),FHD,0.531997,1.08333,41.3009,11.8915,0.0423085
134,DCT (Legacy),FHD,0.532997,1.07818,41.4523,11.8883,0.042283
134,DCT (Legacy),FHD,0.533997,1.0793,44.257,11.8854,0.0422569
134,DCT (Legacy),FHD,0.534997,1.07946,41.6412,11.8824,0.0422334
135,DCT (Legacy),FHD,0.535997,1.07882,41.6328,11.8793,0.0422087
135,DCT (Legacy),FHD,0.536997,1.07898,42.382,11.8764,0.0421855
135,DCT (Legacy),FHD,0.537997,1.0793,42.4417,11.8734,0.0421594
135,DCT (Legacy),FHD,0.538997,1.0775,41.358,11.8704,0.0421365
136,DCT (Legacy),FHD,0.539997,1.08026,41.2524,11.8673,0.0421137
136,DCT (Legacy),FHD,0.540997,1.08042,39.5418,11.8645,0.0420887
136,DCT (Legacy),FHD,0.541997,1.07936,40.3144,11.8615,0.0420688
136,DCT (Legacy),FHD,0.542997,1.0793,43.4533,11.8585,0.0420449
137,DCT (Legacy),FHD,0.543997,1.07904,41.0352,11.8556,0.0420223
137,DCT (Legacy),FHD,0.544997,1.08326,39.994,11.8527,0.0419996
137,DCT (Legacy),FHD,0.545997,1.07792,42.3622,11.8497,0.0419769
137,DCT (Legacy),FHD,0.546997,1.0793,43.4611,11.8466,0.0419538
138,DCT (Legacy),FHD,0.547997,1.10381,41.9953,11.844,0.0419331
138,DCT (Legacy),FHD,0.548997,1.07728,40.2057,11.8409,0.0419117
138,DCT (Legacy),FHD,0.549996,1.0791,41.5865,11.838,0.041889
138,DCT (Legacy),FHD,0.550996,2.49245,42.1755,11.835,0.0418663
139,DCT (Legacy),FHD,0.551996,1.07987,41.383,11.8322,0.0418436
139,DCT (Legacy),FHD,0.552996,1.10102,41.4023,11.8294,0.0418196
139,DCT (Legacy),FHD,0.553996,1.07786,39.9006,11.8265,0.0418018
139,DCT (Legacy),FHD,0.554996,1.07901,40.635,11.8235,0.0417813
140,DCT (Legacy),FHD,0.555996,1.09658,41.3642,11.8207,0.0417561
140,DCT (Legacy),FHD,0.556996,1.0793,41.9007,11.8178,0.0417339
140,DCT (Legacy),FHD,0.557996,1.0808,42.2887,11.8149,0.0417119
140,DCT (Legacy),FHD,0.558996,1.08035,41.632,11.812,0.0416897
141,DCT (Legacy),FHD,0.559996,1.08128,44.258,11.8092,0.0416689
141,DCT (Legacy),FHD,0.560996,1.69152,53.8706,11.8065,0.0416473
141,DCT (Legacy),FHD,0.561996,1.09811,53.8746,11.8035,0.0416252
141,DCT (Legacy),FHD,0.562996,1.0793,44.8347,11.8009,0.0416025
142,DCT (Legacy),FHD,0.563996,1.07734,40.6083,11.798,0.0415834
142,DCT (Legacy),FHD,0.564996,1.08077,41.6182,11.7951,0.0415644
142,DCT (Legacy),FHD,0.565996,1.0793,40.4762,11.7924,0.0415455
142,DCT (Legacy),FHD,0.566996,1.08134,42.5301,11.7896,0.0415273
143,DCT (Legacy),FHD,0.567996,1.0793,39.5266,11.7869,0.0415071
143,DCT (Legacy),FHD,0.568996,1.09091,42.1426,11.784,0.0414869
143,DCT (Legacy),FHD,0.569996,1.08269,39.5153,11.7812,0.0414676
143,DCT (Legacy),FHD,0.570996,1.07882,39.5214,11.7787,0.0414481
144,DCT (Legacy),FHD,0.571996,1.08003,40.8081,11.7758,0.0414289
144,DCT (Legacy),FHD,0.572996,1.09802,43.2548,11.773,0.0414081
144,DCT (Legacy),FHD,0.573996,1.08042,40.1575,11.7703,0.0413889
144,DCT (Legacy),FHD,0.574996,1.08029,39.4872,11.7675,0.0413699
145,DCT (Legacy),FHD,0.575996,1.09536,40.7359,11.7647,0.0413518
145,DCT (Legacy),FHD,0.576996,1.0793,41.6836,11.7619,0.0413333
145,DCT (Legacy),FHD,0.577996,1.08019,43.1476,11.7592,0.0413114
145,DCT (Legacy),FHD,0.578996,1.08112,41.6604,11.7566,0.0412894
146,DCT (Legacy),FHD,0.579996,1.08211,40.4035,11.7538,0.0412702
146,DCT (Legacy),FHD,0.580996,1.09568,40.6063,11.7511,0.0412512
146,DCT (Legacy),FHD,0.581996,1.08355,41.1357,11.7486,0.0412303
146,DCT (Legacy),FHD,0.582996,1.10112,39.8478,11.7457,0.0412149
147,DCT (Legacy),FHD,0.583996,1.07894,39.5861,11.7432,0.0411952
147,DCT (Legacy),FHD,0.584996,1.10115,41.3695,11.7403,0.0411781
147,DCT (Legacy),FHD,0.585996,1.08189,40.9356,11.7377,0.04116
147,DCT (Legacy),FHD,0.586996,1.08054,40.7957,11.735,0.0411407
148,DCT (Legacy),FHD,0.587996,1.6687,43.389,11.7322,0.0411245
148,DCT (Legacy),FHD,0.588996,1.07942,41.4958,11.7297,0.0411059
148,DCT (Legacy),FHD,0.589996,1.09699,41.8342,11.7271,0.0410876
148,DCT (Legacy),FHD,0.590996,1.08096,41.5668,11.7244,0.0410701
149,DCT (Legacy),FHD,0.591996,1.08003,39.9829,11.7218,0.0410487
149,DCT (Legacy),FHD,0.592996,1.08134,43.3611,11.7192,0.0410313
149,DCT (Legacy),FHD,0.593996,1.07766,44.9266,11.7165,0.0410129
149,DCT (Legacy),FHD,0.594996,1.08339,47.6058,11.7139,0.0409966
150,DCT (Legacy),FHD,0.595996,1.6625,44.8394,11.7111,0.0409827
150,DCT (Legacy),FHD,0.596996,1.09184,43.0308,11.7087,0.0409662
150,DCT (Legacy),FHD,0.597996,1.08134,40.2098,11.706,0.0409513
150,DCT (Legacy),FHD,0.598996,1.07744,40.9396,11.7034,0.0409355
151,DCT (Legacy),FHD,0.599996,1.91123,42.8046,11.7009,0.0409217
151,DCT (Legacy),FHD,0.600996,1.07958,39.6119,11.6982,0.0409055
151,DCT (Legacy),FHD,0.601996,1.07786,40.4834,11.6958,0.0408888
151,DCT (Legacy),FHD,0.602996,1.0793,40.8834,11.693,0.0408742
152,DCT (Legacy),FHD,0.603996,1.07965,42.0417,11.6905,0.0408574
152,DCT (Legacy),FHD,0.604996,1.08163,45.3132,11.6879,0.0408351
152,DCT (Legacy),FHD,0.605996,1.08134,49.8131,11.6853,0.0408221
152,DCT (Legacy),FHD,0.606996,1.07936,42.1554,11.6827,0.0408052
153,DCT (Legacy),FHD,0.607996,1.07834,43.5877,11.6803,0.040787
153,DCT (Legacy),FHD,0.608996,1.07725,40.2772,11.6776,0.0407712
153,DCT (Legacy),FHD,0.609996,1.08134,41.6212,11.6751,0.0407544
153,DCT (Legacy),FHD,0.610996,1.08134,39.6567,11.6725,0.0407403
154,DCT (Legacy),FHD,0.611996,1.07968,40.1267,11.67,0.0407273
154,DCT (Legacy),FHD,0.612996,1.09158,41.6301,11.6675,0.0407113
154,DCT (Legacy),FHD,0.613996,1.07933,40.4173,11.6649,0.0406959
154,DCT (Legacy),FHD,0.614996,1.08192,39.9456,11.6626,0.0406811
155,DCT (Legacy),FHD,0.615996,1.08022,41.9454,11.66,0.040666
155,DCT (Legacy),FHD,0.616996,1.08074,44.6273,11.6574,0.0406549
155,DCT (Legacy),FHD,0.617996,1.08038,40.3369,11.6549,0.040639
155,DCT (Legacy),FHD,0.618996,1.08067,41.8203,11.6524,0.0406247
156,DCT (Legacy),FHD,0.619996,1.08291,39.4276,11.65,0.0406054
156,DCT (Legacy),FHD,0.620996,1.10182,39.5354,11.6474,0.0405889
156,DCT (Legacy),FHD,0.621996,1.0793,42.7778,11.6448,0.0405764
156,DCT (Legacy),FHD,0.622996,1.10592,40.7661,11.6425,0.040559
157,DCT (Legacy),FHD,0.623996,1.0945,39.2853,11.6399,0.0405459
157,DCT (Legacy),FHD,0.624996,1.08058,39.6438,11.6374,0.0405306
157,DCT (Legacy),FHD,0.625996,1.09443,40.8646,11.6351,0.0405179
157,DCT (Legacy),FHD,0.626996,1.08134,42.3237,11.6326,0.040503
158,DCT (Legacy),FHD,0.627995,1.08227,40.6302,11.6302,0.0404906
158,DCT (Legacy),FHD,0.628995,1.08045,39.4978,11.6276,0.0404794
158,DCT (Legacy),FHD,0.629995,1.10118,45.1083,11.6252,0.0404673
158,DCT (Legacy),FHD,0.630995,1.07987,42.9282,11.6228,0.0404527
159,DCT (Legacy),FHD,0.631995,1.07965,40.8191,11.6203,0.0404412
159,DCT (Legacy),FHD,0.632995,1.08042,39.819,11.6179,0.0404279
159,DCT (Legacy),FHD,0.633995,1.07926,40.4553,11.6156,0.0404117
159,DCT (Legacy),FHD,0.634995,1.08339,40.0168,11.613,0.0404021
160,DCT (Legacy),FHD,0.635995,1.08554,40.5975,11.6106,0.0403846
160,DCT (Legacy),FHD,0.636995,1.07824,41.9811,11.608,0.0403734
160,DCT (Legacy),FHD,0.637995,1.08074,39.4924,11.6059,0.0403574
160,DCT (Legacy),FHD,0.638995,1.0783,40.894,11.6034,0.040346
161,DCT (Legacy),FHD,0.639995,1.08141,43.0045,11.6008,0.0403339
161,DCT (Legacy),FHD,0.640995,1.07901,43.2056,11.5985,0.0403203
161,DCT (Legacy),FHD,0.641995,1.07987,41.1282,11.5961,0.0403057
161,DCT (Legacy),FHD,0.642995,1.68352,41.6049,11.5937,0.0402896
162,DCT (Legacy),FHD,0.643995,1.0793,40.8931,11.5913,0.0402779
162,DCT (Legacy),FHD,0.644995,1.08054,40.4031,11.589,0.0402651
162,DCT (Legacy),FHD,0.645995,1.08134,43.7889,11.5866,0.0402549
162,DCT (Legacy),FHD,0.646995,1.08134,39.9025,11.5842,0.040242
163,DCT (Legacy),FHD,0.647995,1.07818,39.8978,11.5817,0.0402343
163,DCT (Legacy),FHD,0.648995,1.08035,42.1322,11.5795,0.0402184
163,DCT (Legacy),FHD,0.649995,1.08166,40.3026,11.577,0.0402045
163,DCT (Legacy),FHD,0.650995,1.07757,39.6662,11.5748,0.0401943
164,DCT (Legacy),FHD,0.651995,1.68854,41.4956,11.5724,0.0401821
164,DCT (Legacy),FHD,0.652995,1.08134,43.4529,11.5699,0.0401714
164,DCT (Legacy),FHD,0.653995,1.07926,40.6679,11.5677,0.0401564
164,DCT (Legacy),FHD,0.654995,1.08134,41.2211,11.5652,0.0401463
165,DCT (Legacy),FHD,0.655995,1.08134,40.211,11.5631,0.0401334
165,DCT (Legacy),FHD,0.656995,1.09706,42.2124,11.5607,0.0401215
165,DCT (Legacy),FHD,0.657995,1.0791,40.0854,11.5582,0.0401147
165,DCT (Legacy),FHD,0.658995,1.0809,40.7172,11.5559,0.040101
166,DCT (Legacy),FHD,0.659995,1.08106,40.6627,11.5536,0.0400893
166,DCT (Legacy),FHD,0.660995,1.08058,46.288,11.5513,0.0400789
166,DCT (Legacy),FHD,0.661995,1.08122,40.5665,11.549,0.0400696
166,DCT (Legacy),FHD,0.662995,1.07936,42.7615,11.5467,0.0400575
167,DCT (Legacy),FHD,0.663995,1.07757,39.857,11.5445,0.0400487
167,DCT (Legacy),FHD,0.664995,1.08701,41.9176,11.5421,0.0400349
167,DCT (Legacy),FHD,0.665995,1.08048,39.2894,11.5397,0.0400227
167,DCT (Legacy),FHD,0.666995,1.07939,41.357,11.5374,0.0400104
168,DCT (Legacy),FHD,0.667995,1.08058,40.1876,11.535,0.0399968
168,DCT (Legacy),FHD,0.668995,1.60973,39.5955,11.5328,0.0399847
168,DCT (Legacy),FHD,0.669995,1.08176,43.422,11.5304,0.0399754
168,DCT (Legacy),FHD,0.670995,1.08016,41.0467,11.5282,0.0399653
169,DCT (Legacy),FHD,0.671995,1.07872,44.9702,11.5259,0.0399526
169,DCT (Legacy),FHD,0.672995,1.08093,47.6973,11.5236,0.0399431
169,DCT (Legacy),FHD,0.673995,1.07942,41.4102,11.5214,0.0399315
169,DCT (Legacy),FHD,0.674995,1.08138,42.6055,11.5192,0.0399231
170,DCT (Legacy),FHD,0.675995,1.0793,41.7889,11.5168,0.039912
170,DCT (Legacy),FHD,0.676995,1.0801,40.4755,11.5145,0.0399051
170,DCT (Legacy),FHD,0.677995,1.08134,42.5629,11.5123,0.0398954
170,DCT (Legacy),FHD,0.678995,1.68346,42.465,11.5102,0.0398843
171,DCT (Legacy),FHD,0.679995,1.08022,42.0461,11.5078,0.0398722
171,DCT (Legacy),FHD,0.680995,1.07885,40.9739,11.5055,0.0398618
171,DCT (Legacy),FHD,0.681995,1.09616,42.1255,11.5034,0.0398504
171,DCT (Legacy),FHD,0.682995,1.07962,40.6645,11.5011,0.0398376
172,DCT (Legacy),FHD,0.683995,1.0793,41.3685,11.4987,0.0398294
172,DCT (Legacy),FHD,0.684995,1.08134,41.7294,11.4965,0.0398186
172,DCT (Legacy),FHD,0.685995,1.07958,40.3173,11.4943,0.0398075
172,DCT (Legacy),FHD,0.686995,1.07955,39.8222,11.4921,0.0397982
173,DCT (Legacy),FHD,0.687995,1.0985,44.0911,11.4897,0.0397872
